LOANID,MONTHEND,loan_status,PRIN_BAL,month,CURR_MO_PRIN_PD,CUR_DUE_AMT,IRB,PAST_DUE_AMTpif,INT_RATEpif,period,studentfutureid,PassId,CURR_MO_INT_PD
71,0000-00-00,33,22261.31,12,0,145.76,1481.62,0,0.0302,975,1,0,0
72,0000-00-00,33,23266.26,0,0,150.49,58.97,150.49,0.0377,976,1,0,125.49
72,0000-00-00,33,23266.26,1,0,153.05,132.06,150.49,0.0377,977,1,0,0
72,0000-00-00,33,23266.26,2,0,153.58,205.16,150.49,0.0377,978,1,0,0
72,0000-00-00,33,23266.26,3,0,154.11,278.25,150.49,0.0377,979,1,0,0
72,0000-00-00,33,23266.26,4,0,154.65,351.35,150.49,0.0377,980,1,0,0
72,0000-00-00,33,23266.26,5,0,155.19,424.44,150.49,0.0377,981,1,0,0
72,0000-00-00,33,23266.26,6,0,155.74,497.54,150.49,0.0377,982,1,0,0
72,0000-00-00,33,23266.26,7,0,156.3,570.63,150.49,0.0377,983,1,0,0
72,0000-00-00,33,23266.26,8,0,156.86,643.73,150.49,0.0377,984,1,0,0
72,0000-00-00,33,23266.26,9,0,157.42,716.82,150.49,0.0377,985,1,0,0
72,0000-00-00,33,23266.26,10,0,158,789.92,150.49,0.0377,986,1,0,0
72,0000-00-00,33,23266.26,11,0,158.58,863.01,150.49,0.0377,987,1,0,0
72,0000-00-00,33,23266.26,12,0,159.16,936.11,150.49,0.0377,988,1,0,0
73,0000-00-00,33,7294.87,0,0,50,42.22,50,0.0302,989,1,0,0
73,0000-00-00,30,7337.09,1,63.89,50.45,0,50,0.0302,990,1,0,36.55
73,0000-00-00,33,7273.197525,2,0,50.96,18.47,50,0.0302,991,1,0,0
73,0000-00-00,30,7291.662534,3,64.69,50.74,0,50,0.0302,992,1,0,36.5
73,0000-00-00,33,7226.972214,4,0,51.1,18.35,50,0.0302,993,1,0,0
73,0000-00-00,30,7245.322898,5,65.29,50.88,0,50,0.0302,994,1,0,36.33
73,0000-00-00,33,7180.030915,6,0,51.24,18.23,50,0.0302,995,1,0,0
73,0000-00-00,30,7198.264977,7,65.79,51.01,0,50,0.0302,996,1,0,36.09
73,0000-00-00,33,7132.473821,8,0,51.37,18.12,50,0.0302,997,1,0,0
73,0000-00-00,30,7150.589454,9,66.29,51.14,0,50,0.0302,998,1,0,35.85
73,0000-00-00,33,7084.295725,10,0,51.51,18,50,0.0302,999,1,0,0
73,0000-00-00,30,7102.291375,11,66.8,51.27,0,50,0.0302,1000,1,0,35.61
